FLIGHT i wanna go from denver to indianapolis on november eighteenth
NONE word=i word-1=<s> word+1=wanna word+2=go
MONTH_NAME-B word=december word-1=<s> word+1=twenty word+2=sixth
DAY_NUMBER-B word=twenty word-1=december word-2=<s> word+1=sixth word+2=</s>
DAY_NUMBER-I word=sixth word-1=twenty word-2=december word+1=</s>

FLIGHT wanna go from new york to los angeles on december twenty fourth leaving in the morning
NONE word=wanna word-1=<s> word+1=go word+2=from
NONE word=go word-1=wanna word-2=<s> word+1=from word+2=new
NONE word=from word-1=go word-2=wanna word+1=new word+2=york
FROMLOC.CITY_NAME-B word=new word-1=from word-2=go word+1=york word+2=to
FROMLOC.CITY_NAME-I word=york word-1=new word-2=from word+1=to word+2=los
NONE word=to word-1=york word-2=new word+1=los word+2=angeles
TOLOC.CITY_NAME-B word=los word-1=to word-2=york word+1=angeles word+2=on
TOLOC.CITY_NAME-I word=angeles word-1=los word-2=to word+1=on word+2=december
NONE word=on word-1=angeles word-2=los word+1=december word+2=twenty
MONTH_NAME-B word=december word-1=on word-2=angeles word+1=twenty word+2=fourth
DAY_NUMBER-B word=twenty word-1=december word-2=on word+1=fourth word+2=leaving
DAY_NUMBER-I word=fourth word-1=twenty word-2=december word+1=leaving word+2=in
NONE word=leaving word-1=fourth word-2=twenty word+1=in word+2=the
NONE word=in word-1=leaving word-2=fourth word+1=the word+2=morning
NONE word=the word-1=in word-2=leaving word+1=morning word+2=</s>
DEPART.PERIOD_OF_DAY-B word=morning word-1=the word-2=in word+1=</s>

FLIGHT i wanna go from denver to indianapolis on december twenty first
NONE word=i word-1=<s> word+1=wanna word+2=go
NONE word=wanna word-1=i word-2=<s> word+1=go word+2=from
NONE word=go word-1=wanna word-2=i word+1=from word+2=denver
NONE word=from word-1=go word-2=wanna word+1=denver word+2=to
FROMLOC.CITY_NAME-B word=denver word-1=from word-2=go word+1=to word+2=indianapolis
NONE word=to word-1=denver word-2=from word+1=indianapolis word+2=on
TOLOC.CITY_NAME-B word=indianapolis word-1=to word-2=denver word+1=on word+2=december
NONE word=on word-1=indianapolis word-2=to word+1=december word+2=twenty
MONTH_NAME-B word=december word-1=on word-2=indianapolis word+1=twenty word+2=first
DAY_NUMBER-B word=twenty word-1=december word-2=on word+1=first word+2=</s>
DAY_NUMBER-I word=first word-1=twenty word-2=december word+1=</s>

DATE_TIME tuesday
DAY_NAME-B word=tuesday word-1=<s> word+1=</s>

CAR i'd like a four wheel drive from budget
NONE word=i'd word-1=<s> word+1=like word+2=a
NONE word=like word-1=i'd word-2=<s> word+1=a word+2=four
NONE word=a word-1=like word-2=i'd word+1=four word+2=wheel
CAR_CLASS-B word=four word-1=a word-2=like word+1=wheel word+2=drive
CAR_CLASS-I word=wheel word-1=four word-2=a word+1=drive word+2=from
CAR_CLASS-I word=drive word-1=wheel word-2=four word+1=from word+2=budget
NONE word=from word-1=drive word-2=wheel word+1=budget word+2=</s>
RENTAL_COMPANY-B word=budget word-1=from word-2=drive word+1=</s>

RETURN and return on december twenty fifth in the afternoon
NONE word=and word-1=<s> word+1=return word+2=on
NONE word=return word-1=and word-2=<s> word+1=on word+2=december
NONE word=on word-1=return word-2=and word+1=december word+2=twenty
RETURN.MONTH_NAME-B word=december word-1=on word-2=return word+1=twenty word+2=fifth
RETURN.DAY_NUMBER-B word=twenty word-1=december word-2=on word+1=fifth word+2=in
RETURN.DAY_NUMBER-I word=fifth word-1=twenty word-2=december word+1=in word+2=the
NONE word=in word-1=fifth word-2=twenty word+1=the word+2=afternoon
NONE word=the word-1=in word-2=fifth word+1=afternoon word+2=</s>
RETURN.PERIOD_OF_DAY-B word=afternoon word-1=the word-2=in word+1=</s>

AIRLINE is there a later flight on delta
NONE word=is word-1=<s> word+1=there word+2=a
NONE word=there word-1=is word-2=<s> word+1=a word+2=later
NONE word=a word-1=there word-2=is word+1=later word+2=flight
NONE word=later word-1=a word-2=there word+1=flight word+2=on
NONE word=flight word-1=later word-2=a word+1=on word+2=delta
NONE word=on word-1=flight word-2=later word+1=delta word+2=</s>
AIRLINE_CODE-B word=delta word-1=on word-2=flight word+1=</s>

DATE_TIME i wanna leave the day after friday
NONE word=i word-1=<s> word+1=wanna word+2=leave
NONE word=wanna word-1=i word-2=<s> word+1=leave word+2=the
NONE word=leave word-1=wanna word-2=i word+1=the word+2=day
NONE word=the word-1=leave word-2=wanna word+1=day word+2=after
DATE_RELATIVE-B word=day word-1=the word-2=leave word+1=after word+2=friday
DATE_RELATIVE-I word=after word-1=day word-2=the word+1=friday word+2=</s>
DAY_NAME-B word=friday word-1=after word-2=day word+1=</s>

AIRLINE do you have a later flight on delta
NONE word=do word-1=<s> word+1=you word+2=have
NONE word=you word-1=do word-2=<s> word+1=have word+2=a
NONE word=have word-1=you word-2=do word+1=a word+2=later
NONE word=a word-1=have word-2=you word+1=later word+2=flight
NONE word=later word-1=a word-2=have word+1=flight word+2=on
NONE word=flight word-1=later word-2=a word+1=on word+2=delta
NONE word=on word-1=flight word-2=later word+1=delta word+2=</s>
AIRLINE_CODE-B word=delta word-1=on word-2=flight word+1=</s>

DATE_TIME wednesday
DAY_NAME-B word=wednesday word-1=<s> word+1=</s>

RETURN and return on february second in the afternoon
NONE word=and word-1=<s> word+1=return word+2=on
NONE word=return word-1=and word-2=<s> word+1=on word+2=february
NONE word=on word-1=return word-2=and word+1=february word+2=second
RETURN.MONTH_NAME-B word=february word-1=on word-2=return word+1=second word+2=in
RETURN.DAY_NUMBER-B word=second word-1=february word-2=on word+1=in word+2=the
NONE word=in word-1=second word-2=february word+1=the word+2=afternoon
NONE word=the word-1=in word-2=second word+1=afternoon word+2=</s>
RETURN.PERIOD_OF_DAY-B word=afternoon word-1=the word-2=in word+1=</s>

CAR avis please
RENTAL_COMPANY-B word=avis word-1=<s> word+1=please word+2=</s>
NONE word=please word-1=avis word-2=<s> word+1=</s>

DATE_TIME in the morning
NONE word=in word-1=<s> word+1=the word+2=morning
NONE word=the word-1=in word-2=<s> word+1=morning word+2=</s>
PERIOD_OF_DAY-B word=morning word-1=the word-2=in word+1=</s>

DATE_TIME in the morning
NONE word=in word-1=<s> word+1=the word+2=morning
NONE word=the word-1=in word-2=<s> word+1=morning word+2=</s>
PERIOD_OF_DAY-B word=morning word-1=the word-2=in word+1=</s>

FLIGHT i'd like to go from denver to portland oregon january thirtieth in the afternoon
NONE word=i'd word-1=<s> word+1=like word+2=to
NONE word=like word-1=i'd word-2=<s> word+1=to word+2=go
NONE word=to word-1=like word-2=i'd word+1=go word+2=from
NONE word=go word-1=to word-2=like word+1=from word+2=denver
NONE word=from word-1=go word-2=to word+1=denver word+2=to
FROMLOC.CITY_NAME-B word=denver word-1=from word-2=go word+1=to word+2=portland
NONE word=to word-1=denver word-2=from word+1=portland word+2=oregon
TOLOC.CITY_NAME-B word=portland word-1=to word-2=denver word+1=oregon word+2=january
STATE_NAME-B word=oregon word-1=portland word-2=to word+1=january word+2=thirtieth
MONTH_NAME-B word=january word-1=oregon word-2=portland word+1=thirtieth word+2=in
DAY_NUMBER-B word=thirtieth word-1=january word-2=oregon word+1=in word+2=the
NONE word=in word-1=thirtieth word-2=january word+1=the word+2=afternoon
NONE word=the word-1=in word-2=thirtieth word+1=afternoon word+2=</s>
PERIOD_OF_DAY-B word=afternoon word-1=the word-2=in word+1=</s>

CAR i'd like midsize
NONE word=i'd word-1=<s> word+1=like word+2=midsize
NONE word=like word-1=i'd word-2=<s> word+1=midsize word+2=</s>
CAR_CLASS-B word=midsize word-1=like word-2=i'd word+1=</s>

DATE_TIME in the morning
NONE word=in word-1=<s> word+1=the word+2=morning
NONE word=the word-1=in word-2=<s> word+1=morning word+2=</s>
PERIOD_OF_DAY-B word=morning word-1=the word-2=in word+1=</s>

CAR i want a fullsize
NONE word=i word-1=<s> word+1=want word+2=a
NONE word=want word-1=i word-2=<s> word+1=a word+2=fullsize
NONE word=a word-1=want word-2=i word+1=fullsize word+2=</s>
CAR_CLASS-B word=fullsize word-1=a word-2=want word+1=</s>

DATE_TIME february thirteenth on sunday
MONTH_NAME-B word=february word-1=<s> word+1=thirteenth word+2=on
DAY_NUMBER-B word=thirteenth word-1=february word-2=<s> word+1=on word+2=sunday
NONE word=on word-1=thirteenth word-2=february word+1=sunday word+2=</s>
DAY_NAME-B word=sunday word-1=on word-2=thirteenth word+1=</s>

DATE_TIME february tenth
MONTH_NAME-B word=february word-1=<s> word+1=tenth word+2=</s>
DAY_NUMBER-B word=tenth word-1=february word-2=<s> word+1=</s>

FLIGHT wanna fly from denver to phoenix on march third
NONE word=wanna word-1=<s> word+1=fly word+2=from
NONE word=fly word-1=wanna word-2=<s> word+1=from word+2=denver
NONE word=from word-1=fly word-2=wanna word+1=denver word+2=to
FROMLOC.CITY_NAME-B word=denver word-1=from word-2=fly word+1=to word+2=phoenix
NONE word=to word-1=denver word-2=from word+1=phoenix word+2=on
TOLOC.CITY_NAME-B word=phoenix word-1=to word-2=denver word+1=on word+2=march
NONE word=on word-1=phoenix word-2=to word+1=march word+2=third
MONTH_NAME-B word=march word-1=on word-2=phoenix word+1=third word+2=</s>
DAY_NUMBER-B word=third word-1=march word-2=on word+1=</s>

DATE_TIME in the morning
NONE word=in word-1=<s> word+1=the word+2=morning
NONE word=the word-1=in word-2=<s> word+1=morning word+2=</s>
PERIOD_OF_DAY-B word=morning word-1=the word-2=in word+1=</s>

CAR no car
NEGATIVE-B word=no word-1=<s> word+1=car word+2=</s>
NONE word=car word-1=no word-2=<s> word+1=</s>

FLIGHT i wanna go from denver to atlanta on march third
NONE word=i word-1=<s> word+1=wanna word+2=go
NONE word=wanna word-1=i word-2=<s> word+1=go word+2=from
NONE word=go word-1=wanna word-2=i word+1=from word+2=denver
NONE word=from word-1=go word-2=wanna word+1=denver word+2=to
FROMLOC.CITY_NAME-B word=denver word-1=from word-2=go word+1=to word+2=atlanta
NONE word=to word-1=denver word-2=from word+1=atlanta word+2=on
TOLOC.CITY_NAME-B word=atlanta word-1=to word-2=denver word+1=on word+2=march
NONE word=on word-1=atlanta word-2=to word+1=march word+2=third
MONTH_NAME-B word=march word-1=on word-2=atlanta word+1=third word+2=</s>
DAY_NUMBER-B word=third word-1=march word-2=on word+1=</s>

CAR i want a four wheel drive from budget
NONE word=i word-1=<s> word+1=want word+2=a
NONE word=want word-1=i word-2=<s> word+1=a word+2=four
NONE word=a word-1=want word-2=i word+1=four word+2=wheel
CAR_CLASS-B word=four word-1=a word-2=want word+1=wheel word+2=drive
CAR_CLASS-I word=wheel word-1=four word-2=a word+1=drive word+2=from
CAR_CLASS-I word=drive word-1=wheel word-2=four word+1=from word+2=budget
NONE word=from word-1=drive word-2=wheel word+1=budget word+2=</s>
RENTAL_COMPANY-B word=budget word-1=from word-2=drive word+1=</s>

